artists,genres
mkto,"['pop', 'post-teen pop']"
m.o,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']"
angeles,"['gruperas inmortales', 'musica mexicana', 'nu-cumbia', 'ranchera', 'tropical']"
danny ocean,"['pop venezolano', 'reggaeton', 'trap latino', 'urbano latino']"
loud,"['edm', 'pop dance']"
yooh,['j-core']
london music works,['scorecore']
smk,[]
jayn,['otacore']
mountains vs. machines,"['bossbeat', 'rebel blues']"
tokyo anniversary,[]
christian reindl,['epicore']
t+pazolite,"['denpa-kei', 'j-core', 'kawaii future bass', 'speedcore']"
puppet & murtagh,[]
friedrich habetler,[]
danwritessins,[]
the paper melody,"['pixie', 'post-screamo']"
laura platt,['scorecore']
the alan parsons project,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
nightcrawlers,"['disco house', 'hip house', 'vocal house']"
snap!,"['diva house', 'eurodance', 'german techno', 'hip house']"
robin schulz,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']"
robin s,"['classic soul', 'motown', 'quiet storm', 'soul']"
robert miles,"['dream trance', 'eurodance', 'trance']"
sash!,[]
eiffel 65,"['eurodance', 'europop', 'italian adult pop', 'italo dance']"
guru josh project,"['acid house', 'pop house']"
alice deejay,['eurodance']
haddaway,"['eurodance', 'europop']"
edward maya,"['romanian house', 'romanian pop']"
basshunter,['eurodance']
yolanda be cool,"['australian dance', 'australian house', 'bass house']"
laurent wolf,"['disco house', 'pop house']"
duck sauce,['disco house']
zedd,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
scatman john,['eurodance']
afrojack,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance']"
swedish house mafia,"['edm', 'pop dance', 'progressive electro house']"
apnea,[]
neowing,['speedrun']
arkana,"['conscious hip hop', 'french reggae', 'rap conscient', 'rap marseille']"
elizaveta,['deep indie singer-songwriter']
awake! awake!,['post-screamo']
yoann laulan,['video game music']
built by titan,['cedm']
demon groove,[]
warriyo,['belgian edm']
f-777,[]
neotune!,[]
ghost kollective,[]
the unguided,"['melodic groove metal', 'swedish metalcore']"
crossfaith,"['j-metal', 'j-rock', 'japanese metalcore', 'japanese punk rock', 'metalcore', 'trancecore']"
coyote kisses,"['complextro', 'glitch hop']"
globus,"['bow pop', 'epicore']"
black tiger sex machine,"['brostep', 'canadian electronic', 'dubstep', 'electro trash']"
belzebass,['electro trash']
sam gorski,[]
thomas happ,['indie game soundtrack']
ben prunty,"['indie game soundtrack', 'video game music']"
dj noriken,['j-core']
soreperior,['pixel']
little v,[]
monstercat,[]
tut tut child,"['chillstep', 'complextro', 'filthstep', 'gaming edm', 'glitch', 'melodic dubstep']"
sick puppies,"['alternative metal', 'nu metal', 'post-grunge']"
atreyu,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge', 'screamo']"
dope,[]
alter bridge,"['alternative metal', 'nu metal', 'post-grunge']"
cold,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']"
powerman 5000,"['alternative metal', 'funk metal', 'industrial metal', 'nu metal', 'rap metal']"
cky,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']"
deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']"
saliva,['dark trap']
billy talent,['canadian punk']
sevendust,"['alternative metal', 'atlanta metal', 'industrial metal', 'nu metal', 'rap metal']"
in this moment,"['alternative metal', 'nu metal', 'post-grunge']"
korn,[]
the maniac agenda,[]
the royal,"['alt z', 'indie electropop', 'modern alternative pop']"
charlie dorey,[]
bentley jones,[]
teikyou,['rhythm game']
jon tron,['antiviral pop']
west klintwood,[]
apoplexia,['vgm remix']
chipmusic heroes,[]
master andross,[]
james egbert,['complextro']
ralfington,"['lo-fi vgm', 'otacore', 'pixel']"
televisor,"['complextro', 'gaming edm']"
retro crowd,['scorecore']
godnezz,[]
taylor thomas,[]
spadez,[]
the algorithm,"['cyberpunk', 'djent', 'electronic djent', 'future rock', 'instrumental djent', 'instrumental rock']"
brandon yates,[]
trevor horn,['classic uk pop']
jyoki,[]
"ariel, zoey & eli",['otacore']
l-train,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']"
hinkik,['speedrun']
ghostora,[]
travis stebbins,['Unknown']
the yordles,[]
skye rocket,[]
remi gallego,[]
thunderclash,[]
dj pygme,[]
noise zoo,"['progressive trance', 'sky room']"
bandlez,"['brostep', 'dubstep', 'gaming dubstep', 'riddim dubstep']"
ride,"['cali rap', 'westcoast flow']"
adam steffey,"['instrumental bluegrass', 'mandolin']"
ki creighton,"['tech house', 'uk tech house']"
"""weird al"" yankovic","['comedy rock', 'comic', 'parody']"
the tiki tones,['instrumental surf']
david nevue,"['instrumental worship', 'new age piano']"
drumattic twins,"['breakbeat', 'nu skool breaks']"
kaydy cain,"['neoperreo', 'urbano espanol']"
the northern pikes,['classic canadian rock']
mark mancina,['soundtrack']
steffen shackinger,[]
joseph francis,[]
elastic empire,['Unknown']
remy zero,['alabama indie']
eric l.,['modern blues']
peter hollens,['fantasy']
jvna,[]
catdany,[]
auvic,['complextro']
sddx,[]
systemshock,[]
simon chylinski,"['indie game soundtrack', 'video game music']"
alex skrindo,['gaming edm']
sixteeninmono,['touhou']
raphael colantonio,['video game music']
damjan mravunac,['video game music']
team. nekokan,[]
julian emery,[]
curly,['jersey club']
go! child,"['k-pop', 'k-pop boy group']"
haezer,"['dark clubbing', 'electro trash']"
jim yosef,['gaming edm']
simon skylar,[]
keith merrill,['epicore']
shadrow,"['otacore', 'pixel']"
constera,[]
lb (remix factory),['vgm remix']
starcult,[]
hotblade,"['eurobeat', 'super eurobeat']"
magic hats,[]
slime girls,['chiptune']
brooklyn,['classify']
krl,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']"
erasure,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
den5ity,"['gaming dubstep', 'melodic dubstep']"
thomas godel,[]
mattlovania,['Unknown']
matrix & futurebound,['drum and bass']
extan,[]
danger silent,"['gymcore', 'post-screamo']"
dave rodgers,['super eurobeat']
nightcall,[]
chris keya,['cyberpunk']
kings of the city,[]
siames,['pop argentino']
toro,"['chillwave', 'hypnagogic pop', 'indie soul', 'indietronica']"
maximum love,[]
vexare,['filthstep']
scorpion skeleton,[]
red marker,"['spacewave', 'synthwave']"
meteor,['chillsynth']
creo,['speedrun']
alina lesnik,['fantasy']
taryn manning,[]
sound remedy,"['chillstep', 'future bass']"
jeremy blake,['focus beats']
sithu aye,"['djent', 'instrumental djent', 'progressive jazz fusion', 'scottish metal']"
jackie,"['chicago soul', 'classic soul', 'quiet storm', 'rock-and-roll', 'soul']"
paradox interactive,['video game music']
the frim,"['brostep', 'dubstep', 'filthstep', 'gaming dubstep']"
199x,[]
ani,[]
"gregor huber, martin haene",[]
psognar,['gaming dubstep']
kevin penkin,['anime score']
sadikbeatz,['beats']
gemini,"['hyphy', 'pop rap', 'southern hip hop', 'trap']"
two ways,"['chillstep', 'melodic dubstep']"
erik ekholm,['epicore']
dj cheapshot,[]
mattyyym,['otacore']
noma,[]
pontus hultgren,['otacore']
sylar,"['metalcore', 'nu-metalcore']"
animadrop,['melodic dubstep']
rabpit,['rhythm game']
phaera,['speedrun']
soundgarden,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'nu metal', 'rock']"
roomie,['antiviral pop']
rob scallon,['instrumental bluegrass']
dcx,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']"
stephen flores,[]
antti martikainen,['epicore']
ravel nightstar,[]
ollaxe,[]
kick puncher,"['darksynth', 'synthwave']"
synthe,['white noise']
metroid metal,[]
main-de-gloire,['post-screamo']
divide music,['anime rap']
hoaprox,['v-pop']
inertia,['ambient lo-fi']
niviro,['gaming edm']
eufeion,"['deep happy hardcore', 'freeform hardcore']"
kã¡ri sigurã°sson,['Unknown']
epic score,['epicore']
heiakim,['kawaii future bass']
tony harnell,[]
monstergetdown,[]
gallya,['bulgarian electronic']
sub-city keys,['focus']
rand aldo,"['background music', 'focus']"
gavin luke,['focus']
chjolo,['lo-fi vgm']
sander kleinenberg,"['classic progressive house', 'dutch edm', 'tribal house']"
dj georgio,[]
the quest,"['chicano punk', 'classic garage rock', 'detroit rock', 'protopunk']"
aria,['pop']
dj icon,[]
perpetuous dreamer,['dutch trance']
floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
shane,['borneo traditional']
vavo,[]
apollo rising,[]
yasutaka nakata,"['bitpop', 'japanese dance pop', 'japanese electropop']"
avenza,[]
miwa,"['anime rock', 'j-pop']"
roth bart baron,"['japanese alternative pop', 'japanese alternative rock', 'japanese indie folk']"
juju,[]
aimer,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']"
ãã¬ã³ãº,['baton rouge rap']
newspeak,['japanese alternative rock']
sheena ringo,"['j-pop', 'j-rock']"
franklin deleano,[]
mickey valen,['dark r&b']
paperwhite,"['indie poptimism', 'metropopolis', 'nyc pop']"
daichi miura,"['j-pop', 'japanese singer-songwriter', 'okinawan pop']"
of allies,['gymcore']
hushed,"['background music', 'focus']"
ren,[]
dimitri vangelis & wyman,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']"
iiris,['estonian pop']
punpee,"['j-rap', 'japanese r&b']"
scooter,"['eurodance', 'german techno', 'hamburg electronic', 'happy hardcore']"
joji,[]
crystal bats,[]
marmozets,"['british alternative rock', 'modern alternative rock', 'pixie']"
circrush,[]
theophany,['gamecore']
nahu pyrope,['pixel']
hollywood burns,"['darksynth', 'synthwave']"
dacian grada,[]
boy vs bacteria,['chiptune']
nokbient,"['lo-fi vgm', 'vgm remix']"
subj_4,[]
tvds,['gaming edm']
snild dolkow,['chiptune']
94stones,[]
ralpi composer,[]
akosmo,['lo-fi vgm']
akiko shikata,['doujin']
yunomi,[]
open minded,['nerdcore']
ctrix,"['bitpop', 'chiptune']"
james shimoji,[]
mariemarie,['munich indie']
vinxis,[]
couzare,[]
laur,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b']"
ryujin,[]
shadowbeatz & chaos350,[]
damnation angels,"['british power metal', 'melodic power metal']"
boesgaard,[]
dj diskant,[]
alex roe,['video game music']
a shell in the pit,['indie game soundtrack']
freak kitchen,['swedish progressive metal']
david dima,"['eurobeat', 'super eurobeat']"
mike diva,[]
champion,['bedroom pop']
steven goldmund,['background music']
wolfgang snow,"['background music', 'sleep']"
aphex twin,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']"
deaf center,"['ambient', 'compositional ambient', 'drone', 'norwegian experimental', 'nu age']"
sleepaholics,['ambient worship']
max richter,"['compositional ambient', 'post-minimalism']"
sebastian winskog,['chill guitar']
white-akre,[]
sodality,['progressive trance']
robkta,['lo-fi vgm']
retrospecter,"['otacore', 'pixel', 'rhythm game']"
little v.,[]
kamex,"['pixel', 'rhythm game', 'vgm remix']"
epikus,['epicore']
7 minutes dead,"['complextro', 'gaming edm']"
vicarious visions audio,['video game music']
dan terminus,"['cyberpunk', 'darksynth', 'synthwave']"
megaphonix,[]
grimecraft,['vgm remix']
warptech,['gaming edm']
malcolm robinson,['scorecore']
the methadones,"['chicago punk', 'orgcore', 'power-pop punk']"
the blake robinson synthetic orchestra,[]
cold in may,['belarusian rock']
jason miller,['video game music']
freya catherine,['geek folk']
loudar,[]
starchild,[]
retrology,['dark clubbing']
fusq,['kawaii future bass']
adam young,[]
roborob,['vgm remix']
sulumi,"['chinese electronic', 'chinese experimental', 'chiptune']"
paulo cuevas,[]
cranky,['rhythm game']
defalco,"['hyperpop', 'lo-fi vgm']"
absrdst,['future bass']
sonic mayhem,['future rock']
raider,"['alternative dance', 'australian dance', 'indietronica', 'nu disco']"
culprate,['filthstep']
jake kaufman,['indie game soundtrack']
man with a mission,"['anime rock', 'j-pop', 'j-rock']"
beat avenger,[]
hypster,['complextro']
isiduka sachiko,['Unknown']
tenkitsune,"['furry', 'kawaii future bass', 'proto-hyperpop']"
colbreakz,['speedrun']
the cosmic bangerz,[]
mynewsoundtrack,[]
snowblood,['pink noise']
æ¥å,[]
pheeno,[]
far too loud,"['breakbeat', 'complextro', 'electro house', 'filthstep', 'nu skool breaks']"
sylos,"['groove metal', 'melodic death metal', 'melodic metalcore']"
dimitri vegas & like mike,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']"
anna miriam brown,[]
kooma,['finnish indie']
pablo iranzo,[]
army of the universe,['milan indie']
electric joy ride,['gaming edm']
jonas b. ingebretsen,"['epicore', 'scorecore']"
the consouls,[]
florence,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']"
dr. awkward,['nerdcore']
viking jesus,[]
simnoid,[]
entertainment system,[]
digital math,[]
joe ford,"['future rock', 'neurofunk', 'neurostep']"
soul extract,['future rock']
fury weekend,"['future rock', 'synthwave']"
pulse & sphere,[]
david wise,[]
project skylate,['kawaii edm']
dylan locke,[]
matduke,['speed house']
mnqn,[]
pastelle,[]
maxo,"['houston rap', 'melodic rap', 'trap', 'underground hip hop']"
marc papeghin,['japanese vgm']
starfaux,[]
odyssey,"['disco', 'hammond organ', 'post-disco']"
gackt,"['okinawan pop', 'visual kei']"
omar1up,[]
adam schneider,[]
ice,['dutch house']
blackgummy,[]
baircave,[]
desert planet,"['chiptune', 'musiikkia lapista']"
mã©lanie laurent,['Unknown']
james heather,"['compositional ambient', 'focus', 'neo-classical']"
xi vs sakuzyo,['rhythm game']
siamey,['Unknown']
dj maca atomix,[]
pyramyth,"['complextro', 'experimental dubstep']"
arcien,['gaming edm']
rhodz,['complextro']
capcom sound team,"['japanese vgm', 'sound team', 'video game music']"
darkesword,[]
adam tell,['future bass']
joe jeremiah,['pixel']
flexstyle,['gamecore']
amella,[]
phantom sage,['gaming edm']
savage garden,"['boy band', 'dance pop', 'pop rock']"
artã¼ria,['pop']
gimbal,[]
overspace,[]
eric senn,['progressive uplifting trance']
when the clock strikes,['tulsa indie']
inthelittlewood,[]
monomer,['chiptune']
m.a.d.e.s,"['horror synth', 'soundtrack']"
vincent diamante,['anime score']
coda,['shonen']
leon chang,['lo-fi vgm']
styx,[]
kupla,"['anime lo-fi', 'lo-fi beats']"
punker,[]
daniel quasar,[]
sci-inspi,[]
nick nitro,"['pixel', 'speedrun']"
the cog is dead,"['dark cabaret', 'steampunk']"
rolo green,"['progressive house', 'progressive trance']"
no mana,"['complextro', 'electro house']"
pierre pienaar,[]
airborn,"['la indie', 'metropopolis']"
ran-d,"['banda', 'corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sierreno']"
scot project,"['german trance', 'hard trance', 'tech trance']"
freefall,[]
dustvoxx,['j-core']
matsushita,['classic city pop']
brenton kossak,['indie game soundtrack']
miyolophone,['speedrun']
brian harris,[]
2 mello,['indie game soundtrack']
maretu,['anime rock']
minecraftuniverse,['pixel']
braxton burks,['otacore']
eric buchholz,['scorecore']
freefold five,[]
music legends,['touhou']
steven melin,['vgm instrumental']
dragonbard,[]
the japanese house,"['indie pop', 'indietronica', 'modern dream pop', 'pov: indie', 'vapor soul']"
jessie ware,"['british soul', 'electropop', 'neo soul', 'pop soul', 'uk pop']"
christine and the queens,"['art pop', 'electro-pop francais', 'metropopolis', 'shimmer pop']"
konradsen,['oslo indie']
max rad,['uk contemporary r&b']
james blake,"['art pop', 'indie soul', 'indietronica', 'uk alternative pop']"
tender,"['lo-fi beats', 'lo-fi study']"
all tvvins,"['irish pop', 'irish rock']"
dreams we've had,"['chill dream pop', 'minneapolis indie', 'modern dream pop']"
the marã­as,['Unknown']
minor poet,['rva indie']
nilã¼fer yanya,['Unknown']
maribou state,"['electronica', 'future garage', 'indie soul']"
wallows,['pov: indie']
parcels,"['aussietronica', 'indie soul']"
charlie cunningham,"['british singer-songwriter', 'indie anthem-folk', 'indie folk']"
soak,[]
hard life,"['leicester indie', 'modern indie pop']"
wice,['russian trap metal']
pascal michael stiefel,"['indie game soundtrack', 'video game music']"
isidor,[]
centhron,['aggrotech']
cepheid,['vocaloid metal']
darren ang,"['otacore', 'vgm instrumental']"
jonathan aldrich,['vgm instrumental']
knower,['la pop']
daishi dance,['japanese jazztronica']
turboslash,"['darksynth', 'synthwave']"
traveler,"['jam band', 'pop rock', 'post-grunge']"
masakoxtreme,[]
emdasche,"['lo-fi vgm', 'pixel', 'vgm remix']"
tanuki,['oakland indie']
muscle hawk,[]
evin wolverton,[]
splitscreen,[]
scene of action,[]
myndflame,['antiviral pop']
kuraiinu,"['otacore', 'pixel']"
beat vince,[]
klayton,['future rock']
nicolas blache,[]
blanco,['pop']
ray gun hero,"['cyberpunk', 'darksynth', 'synthwave']"
public enemy,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
black box,['britpop']
benny benassi vs. iggy pop,['Unknown']
the rogue element,"['breakbeat', 'nu skool breaks']"
streetlife djs,[]
golden bug,['dark disco']
mobbing,[]
boys noize,"['alternative dance', 'dance-punk', 'electro house', 'fidget house', 'filter house', 'german dance', 'german techno', 'new rave']"
tiga & zyntherius,[]
autokratz,"['electrofox', 'new rave']"
joachim garraud,['electro house']
rune rk,"['dakke dak', 'danish electronic']"
tong & spoon,[]
alex gopher,"['electrofox', 'filter house']"
atfc,"['deep house', 'disco house']"
dataworx,[]
dave spoon,[]
